GeneSymbol,Mix1,Mix2,Mix3,Mix4,Mix5
HTR2C,78.2871167,72.04057861,54.86683663,71.25113972,47.67456935
HTR3A,270.2228229,227.4799718,150.0793341,291.6943921,192.9559125
HTR3B,139.5783936,120.5039381,88.11987239,141.3067767,92.55513687
HTR4,142.2341846,141.2656062,101.5991425,146.1625032,114.4361141
HTR5A,9.545602852,11.84860566,8.718477426,11.98826872,12.73587249
HTR7,13.69460026,15.38351877,13.07422182,21.69518089,27.99998063
HTR7P1,7.013605886,7.913743841,7.657373653,6.562017461,7.986847787
HTRA1,316.5499076,323.4030721,269.9298232,323.7723354,445.690387
HTRA2,419.2855951,485.7785281,411.3015251,339.2952777,340.8673497
HTT,211.4930673,238.4411815,305.627205,222.693704,307.0162846
HUNK,183.507509,187.8065206,131.4961945,191.1593805,155.9374234
HUS1,202.741342,187.86464,175.0675158,164.4869866,145.3104003
HUWE1,515.231101,518.9126397,418.749346,436.6133182,366.003818
HYAL1,45.8083469,44.6102721,47.11691333,57.67673765,63.36899132
HYAL2,219.250836,243.9910115,252.8964169,258.4639401,321.7210243
HYAL3,57.49940006,59.02691477,56.66026705,78.26462815,75.23452645
HYAL4,22.44348314,25.46523847,19.56010073,24.7521662,25.06331005
HYDIN,55.7685717,46.41691648,30.29285554,54.68819382,38.47672309
HYI,359.5082261,400.653458,311.7342818,305.9709087,291.4542551
HYMAI,96.61715045,104.7905814,109.3688845,167.9460105,210.0473019
HYOU1,2050.423688,2239.118766,2060.959028,1599.595734,1375.806642
IAPP,18.25859038,20.51017571,13.11999612,15.42506556,12.32136866
IARS,2326.856562,2515.126589,2548.137391,2268.472932,1778.865092
IARS2,1327.379568,1224.404763,1244.637358,966.8448184,986.6587927
IBSP,33.2037102,42.1045641,35.86692845,52.3849514,67.59981337
IBTK,428.6053306,456.7451182,485.0796713,318.9150066,370.3278064
ICA1,286.2074934,183.5779907,277.633047,195.7109375,225.2582373
ICAM1,347.4596245,580.9787763,857.7007099,547.2199872,1408.378517
ICAM2,2687.35943,2749.478297,1685.53811,1590.065061,704.4495132
ICAM3,3649.482805,3461.497768,2788.714317,4502.843798,3965.492494
ICAM4,82.83683267,101.1145192,84.85797232,102.8290304,93.48124143
ICAM5,132.505326,146.4177636,130.2158476,158.9650014,172.9709974
ICK,92.15491431,104.7011727,108.2842303,78.16841522,84.54527905
ICMT,448.6402502,449.8508034,471.3298377,412.8402619,427.465779
ICOS,700.2861725,435.6447361,534.8999873,82.43800808,109.3523749
ICOSLG,72.22682229,78.79888734,73.49199129,85.95977014,115.459959
ICT1,341.0827279,356.6808826,404.8565836,205.2237111,246.720138
ID1,136.8491848,135.2887487,115.2277785,135.7206802,121.3057566
ID2,1548.546274,1581.678002,4282.409003,1703.080444,2805.418457
ID3,330.2241721,314.1760449,250.684168,217.4321613,225.5718841
ID4,61.37475075,71.68641921,42.5924811,66.93720451,51.5781179
IDE,879.8139094,836.0791844,445.8739392,774.152382,439.0209922
IDH1,655.8935262,1172.967792,1905.181373,1682.089611,3013.642195
IDH2,1368.555854,1587.593081,1600.167367,905.4853647,1064.880515
IDH3A,499.2351013,507.5745918,461.0315006,371.5637286,358.0696713
IDH3B,1403.179568,1335.323945,1132.809055,1138.779855,933.6833683
IDH3G,910.1136655,983.2639612,1012.260367,767.7394772,880.9222693
IDI1,1868.285258,1816.774503,2399.462914,2527.070389,2477.710839
IDI2-AS1,251.532258,230.3850722,137.796264,309.4540829,215.0279244
IDO1,531.6521244,1342.931522,1882.194687,1037.176992,3827.468731
IDS,577.8447495,616.0963568,667.1081136,917.8152695,1050.763163
IDUA,215.6817745,224.517786,171.2791151,159.7495043,148.8047294
IER2,7625.654185,6636.704144,6683.455913,7695.738856,6095.309383
IER3,623.9257448,1196.898116,2565.968028,2404.03352,4029.48198
IER5,2339.723116,1950.235178,2732.415817,2687.551505,2643.316188
IFFO1,890.7395495,933.7269651,927.5758578,906.4059028,1047.991515
IFI16,2929.71581,2992.183681,3523.145093,2101.530034,2076.505369
IFI27,249.7546148,773.6440537,1042.801373,391.1483649,2121.637533
IFI30,1362.217179,2855.504355,6446.05303,4329.524847,11238.32769
IFI35,676.9097784,972.6097853,1172.105741,624.1038381,1263.976246
IFI44,547.7329367,741.049502,1132.798632,418.9490798,1062.876117
IFI44L,290.2696942,629.746645,812.9681445,201.0903548,1044.788386
IFI6,333.8113217,453.1023956,696.4282613,503.4188802,779.4551777
IFIH1,350.4600664,507.872081,608.3286035,448.7734448,909.7451983
IFIT1,98.66571354,252.5107672,369.7058619,574.2987753,1031.39939
IFIT2,412.7006953,480.0022332,528.6962619,955.9921274,1280.695636
IFIT3,486.3504896,662.1625491,874.0622356,1187.969509,1875.426365
IFIT5,371.0376978,382.9603285,419.2233903,435.5952773,497.430081
IFITM1,7076.332921,6728.61784,9896.916452,5896.01433,7419.804507
IFITM2,3717.40478,3978.867037,6499.374682,6394.375083,8070.382437
IFNA1,52.60200918,51.11002134,26.07243091,52.10145735,37.70485932
IFNA10,52.98235541,39.41054304,21.52222059,43.06720172,18.83194013
IFNA16,183.6011129,148.1047711,99.69492457,173.123296,106.6345719
IFNA2,9.187029518,11.28558036,18.86143349,7.761133545,13.77778971
IFNA21,14.39636502,14.33890701,12.35961054,14.57356559,11.55316385
IFNA5,185.7625057,171.6089449,97.61332607,167.0055352,101.4796305
IFNA6,59.52723789,62.40741224,60.92903657,69.45396918,72.31021887
IFNA8,24.95333633,25.04588455,21.13137705,26.74919059,25.33685093
IFNAR1,236.3541836,248.3666473,180.7454052,292.733465,278.9912601
IFNAR2,589.2974008,694.9961531,679.2991467,482.5707001,636.6691976
IFNB1,18.73701469,19.47173729,14.2513392,18.15165343,14.13605683
IFNG,621.2726232,781.5629805,932.526069,223.0329921,199.4723034
IFNGR1,975.5354587,1422.096874,1785.375262,2570.842948,3535.187382
IFNGR2,2104.234941,2375.930303,1928.58138,3435.145287,4163.053193
IFNW1,51.08509545,49.56890922,32.78748919,66.6288071,60.05069612
IFRD1,511.5817325,664.7793175,442.8102857,1482.638021,1649.063725
IFRD2,960.3515155,898.316801,656.204256,810.6183395,535.7015223
IFT122,31.29402572,44.64077425,55.77129065,38.75635755,65.01581643
IFT140,65.99316547,56.4051563,45.87388364,58.83232321,50.31884555
IFT20,825.9929601,942.3927052,529.3328643,704.8807912,504.8516162
IFT27,319.2511189,348.1546841,286.9883787,263.8309017,259.462109
IFT46,391.7352697,418.9346423,345.2060728,370.7166507,349.0155012
IFT52,907.9716973,834.6652111,526.5001607,887.4161535,573.3873333
IFT57,1089.795137,822.2750732,259.5424544,870.9743381,212.9979805
IFT74,24.31102214,35.59975344,18.31939417,21.95988651,20.53197171
IFT81,81.08098392,77.99177734,49.11113694,89.96548431,69.67108002
IFT88,575.7941474,518.1180416,398.9663084,562.2321471,401.4951394
IGBP1,2129.848353,2195.931809,1454.718921,1435.091658,1017.882544
IGF1,203.6260101,220.027219,169.0452715,175.0135052,400.8684637
IGF1R,191.4827638,253.9580456,255.7844733,267.5140573,319.4749448
IGF2AS,27.75087024,28.53766143,29.92914686,33.35180973,35.38650823
IGF2BP3,103.6985901,116.8520037,74.42424916,189.6265916,152.5008577
IGF2R,666.929259,833.6605422,1738.270484,1052.992813,1828.341474
IGFALS,125.3816445,148.5185626,104.3618596,167.4921314,168.1253125
IGFBP1,62.78869493,47.50791261,41.14789529,57.10499492,37.90205382
IGFBP2,89.01534114,169.5846447,154.4653227,32.36028868,95.64409211
IGFBP3,131.4380417,116.7141999,79.60139147,114.2316307,85.03065334
IGFBP4,164.7977833,359.4825452,498.3918412,49.78041596,822.1020387
IGFBP5,79.10963584,80.91775642,65.94409195,82.75844752,71.0802106
IGFBP6,109.4410061,122.6935245,74.60598085,130.0271241,120.0529308
IGFBP7,112.2757253,244.2954689,738.1766837,179.248319,467.9324755
IGHD,4934.922932,5935.254344,239.3391369,3774.165992,92.45912252
IGHE,646.7546185,922.1822897,69.94773506,416.7652305,33.48993324
IGHM,10412.62838,10297.11001,562.1560335,8045.200517,213.1486204
IGHMBP2,588.2020254,565.5583688,386.6273849,582.8665315,418.7471385
IGHV1-2,2166.621036,2757.610222,271.9867465,1485.723548,117.5851923
IGHV1-46,1333.177774,1928.011339,112.8203029,833.5485498,16.61011186
IGHV1-69,4777.840909,5922.207815,324.0362739,3484.087885,81.9802276
IGHV3-23,3975.668166,4889.990008,258.286674,2878.497197,74.71016328
IGHV3-72,790.4970412,1140.412559,67.79211278,497.8950973,15.93021533
IGHV3-73,117.8340767,170.7933229,13.41916178,73.97692228,4.642314601
IGHV3-9,3675.285295,4661.787577,252.5325183,2510.601508,54.60873326
IGHV4-31,1502.767444,2000.24905,282.5137831,1120.123872,285.5401243
IGHV4-34,1312.286347,1595.525479,165.833085,965.0808209,106.0682819
IGJ,6314.085083,5916.781582,353.4267296,4331.231287,42.85329653
IGKC,15007.15084,12599.43186,811.840831,11577.86801,369.1549548
IGKV1-37,359.1384484,460.0461452,33.96691556,248.6349667,18.96416462
IGKV1D-8,999.8370439,1274.200555,103.5346251,679.9751125,39.89376112
IGKV4-1,4318.000872,5388.836821,281.4921958,2833.629756,14.39872698
IGLL1,33.55434613,30.13282272,27.12709962,25.54274388,16.71698814
IGLL3P,8264.555431,9546.209545,523.4823733,5684.863396,102.6522586
IGLV1-40,3275.679096,4102.947576,344.077217,2328.126067,223.1227543
IGLV1-51,2900.897882,3889.5307,200.6555409,1936.433123,25.34973777
IGLV2-14,7224.294988,8339.083391,797.8529254,5247.780577,531.8342697
IGLV3-10,1683.631099,2448.841818,144.1615894,1045.947036,20.97409626
IGLV3-19,2235.557264,2927.199714,221.5330945,1520.32156,114.3715724
IGLV3-25,1245.22519,1795.429169,97.38019178,775.9343113,5.521094858
IGLV4-60,711.2528638,975.7123211,82.44556758,456.1487359,32.25130917
IGLV5-45,1737.388799,2378.657674,134.18312,1107.128339,11.56153235
IGLV6-57,1232.74869,1701.820659,140.7481518,813.5791951,74.26398382
IGSF1,140.7643504,136.6222501,108.7256963,135.7775371,114.6981924
IGSF3,201.8736478,210.7602656,159.3543952,230.0489757,214.9707453
IGSF6,158.1303714,345.9606335,928.4227493,940.1611008,1784.056229
IGSF9B,148.6462658,124.6874567,112.057927,147.477974,118.0742904
IHH,188.6439575,163.446196,138.7968083,172.743661,131.0039448
IK,2607.872861,2590.727783,2473.437849,2301.873901,2207.51579
IKBKAP,242.2424892,254.0287898,226.1791607,211.0963891,182.7519827
IKBKB,329.6580495,337.8596493,362.1168894,293.8447132,355.6263162
IKBKE,552.6247953,553.92319,451.4351005,436.6107088,448.3653333
IKZF1,1126.434739,1036.971922,912.1538333,814.4832473,608.8973071
IKZF2,133.0656347,103.8029795,119.7412094,120.1827816,97.18268006
IKZF3,273.3809373,207.383098,174.102631,189.1810943,84.09265787
IKZF4,140.3332277,151.6579429,114.2893548,133.5644018,127.0794229
IKZF5,545.0916905,516.6780053,295.8342095,554.6450448,385.5026894
IL10,144.6065196,189.2176069,121.2449675,139.7342123,182.9588895
IL10RA,3303.542151,3638.5975,4695.320608,2023.360468,3880.441071
IL10RB,576.3927412,620.3549917,873.1204558,760.753912,1067.668364
IL11,82.83897918,85.60937212,82.48020304,82.3804181,82.91903449
IL11RA,365.2178111,394.6587546,265.7691809,181.1100115,152.4029802
IL12A,93.92175743,99.88609569,53.61787389,90.82724247,53.86443402
IL12B,71.90824995,83.13880556,104.0855643,150.3758342,227.7967263
IL12RB1,68.76846067,68.22410582,78.65910571,51.95703667,47.50816982
IL12RB2,141.402555,154.4222488,457.4983396,31.36459809,88.9313514
IL13,188.192661,193.5976662,138.579488,174.98754,132.9264911
IL13RA1,215.9427638,327.5578935,472.3678727,759.091251,1307.985231
IL13RA2,69.47217382,65.5800689,26.57434017,68.88270451,37.13164053
IL15,141.159556,187.3540682,259.6097899,140.69395,268.6286267
IL15RA,260.3339105,353.9495698,552.63749,220.7309284,611.5363136
IL16,1073.488997,1019.348214,884.4333934,927.6304578,784.4729329
IL17A,35.68784176,41.23932618,21.22320367,23.11052811,16.35886808
IL17B,7.688787859,8.467434081,9.344853887,8.004559617,9.355044673
IL17RA,656.1512139,710.201546,1008.659376,973.6077413,1271.992049
IL17RB,246.2701308,343.206643,300.1070288,180.0870512,273.3597565
IL17RC,60.96292069,77.15800748,100.6277998,66.06249173,137.083884
IL18,29.31563621,57.53833135,120.155468,81.45851601,177.1759878
IL18R1,185.0234838,239.8685017,542.1280776,571.1895257,638.5465277
IL18RAP,515.9935544,624.2297752,2589.135939,778.1256966,1327.226938
IL19,184.6429947,168.4248113,111.1170263,183.7036746,114.1998216
IL1A,118.5860617,157.8320936,145.6969693,598.7965078,607.7569206
IL1B,309.7492553,424.9655176,686.4803813,2550.757818,2542.146607
IL1F5,106.3717296,94.5134713,112.3696978,118.5061248,118.7761474
IL1F6,110.0534419,123.6641116,134.3911202,122.2122092,145.0169458
IL1F7,8.062513853,12.12284968,11.76185368,5.959099397,9.61469992
IL1F9,105.2233375,105.7920291,57.45157223,114.9278796,79.44059596
IL1R1,80.54308965,116.7509187,136.3013792,151.3054983,258.480018
IL1R2,73.4848894,185.5171335,170.4226812,752.3272079,1057.088879
IL1RAP,41.70263562,64.45581909,63.12024786,178.7542113,205.8291941
IL1RAPL1,135.8653134,124.109933,90.86516487,151.3907818,114.8732735
IL1RAPL2,628.3339345,545.5730355,241.7751619,667.7571453,335.9807012
IL1RL1,91.00200696,120.2910515,97.59602663,339.6235075,319.9227917
IL1RL2,34.21945303,49.1370959,55.07035154,53.00288377,76.13722071
IL1RN,243.6685106,428.4968144,915.0888325,502.523727,1381.850622
IL2,28.37644516,35.96209298,21.62803772,22.96647547,19.72434755
IL20RA,56.17734137,48.20876078,28.36482785,57.47366866,31.38515424
IL21,247.6715937,158.097031,143.5290006,176.3293124,108.2189736
IL21R,280.9314936,316.6833769,271.9318326,162.6240229,179.990435
IL22,245.7284892,244.2502861,138.5842494,265.1377463,181.6584401
IL22RA1,262.6455816,248.8025395,164.9181836,254.8410403,171.1926137
IL23A,289.3384264,335.6371007,172.8441235,223.5040159,167.6609527
IL24,85.50315703,89.50974684,54.67547321,75.95507661,62.59102847
IL25,69.46951631,87.48723419,43.39148631,90.05738567,79.77977379
IL26,31.71983512,38.14482542,20.9254341,12.49182672,8.541325766
IL27RA,367.8235395,402.0376274,525.9796933,190.9989612,242.280686
IL2RA,632.4054758,1076.608879,790.6530061,249.5392504,676.5988081
IL2RB,3938.407325,4129.5192,9247.784478,1355.201796,2225.492136
IL2RG,5527.276776,4668.194647,5603.108149,3398.413449,2713.374512
IL3,115.0271419,185.679803,69.70566077,73.59918117,53.61889583
IL32,1867.173122,2149.316643,1911.858784,422.9999376,709.9048906
IL33,36.46416098,31.01213867,24.59354494,43.00460055,31.06335589
IL4,37.48442102,40.78361003,25.91554519,25.88042587,22.59479904
IL4R,3033.202909,3392.825104,1344.437507,3552.527911,2000.509166
IL5,26.66535388,33.48008036,29.80895058,39.40821328,42.92013151
IL5RA,90.28766457,106.9082002,56.48762257,203.3641051,190.6059712
IL6,225.0589058,219.3499853,273.3386413,888.341491,847.9369821
IL6R,427.8310947,460.7017449,359.6578766,620.1730179,731.5111183
IL6ST,236.6662595,230.2794409,185.5823951,183.9427107,166.379205
IL7,172.7630872,84.93741685,46.47395655,140.7058802,52.06964793
IL7R,5310.770862,4127.303595,2059.751364,2473.653761,1370.735098
IL8,195.2337657,402.3449398,957.3008133,3363.284398,4010.515657
IL9,433.1243496,685.0223787,227.2174774,101.5917845,28.08998899
ILF2,1496.321134,1612.739852,1242.771947,1118.732163,852.1073264
ILF3,1065.424093,1020.050339,759.2672753,836.252783,588.2628512
ILK,1295.346995,1344.087302,1587.2085,1302.518773,1659.205786
ILKAP,488.0926023,528.6401957,494.512519,432.5291489,452.8885782
ILVBL,271.2171126,301.0393775,252.6532274,181.4653727,183.1228035
IMMT,1044.207145,1145.324006,1318.222129,860.3683062,1054.161714
IMP3,1534.26444,1360.715849,1125.053072,1134.683538,907.9556661
IMP4,453.544595,458.2604136,559.1093185,373.7321031,466.2502663
IMPA1,1134.03333,1169.061116,1383.342635,1455.201698,1563.600543
IMPA2,100.2171461,176.6251189,336.8453633,636.312269,860.2934802
IMPACT,185.2436259,189.4364752,156.4549264,192.8525923,181.2482485
IMPAD1,250.0483827,336.0959923,282.8803341,201.7959928,264.9899775
IMPDH1,667.0046826,651.1125711,746.0656731,1314.936482,1528.95688
IMPDH2,2236.595796,2234.592414,1473.844003,1496.223649,897.1590964
IMPG1,6.182440016,6.303015901,7.745631087,4.428069621,5.348831328
IMPG2,78.75241907,65.79502417,40.00440283,77.40621531,51.38266651
INA,269.1636227,242.7497656,175.4857272,290.7914897,223.5313143
INADL,34.02462962,43.79461478,27.93271868,37.56837134,38.19206017
INCENP,44.96270231,48.02594088,57.64306489,34.56258527,39.29997999
INE1,107.5696742,130.0868888,161.1610172,122.6591667,171.7984576
INF2,482.7876604,561.188065,401.7621114,395.791673,439.3348618
ING1,582.84393,511.4685288,444.0073105,591.1322605,490.5187904
ING2,414.74875,448.3519613,372.9957297,535.3400505,573.505984
ING3,1233.488812,1288.311947,972.4613904,1023.165617,724.2638842
ING4,352.3565672,328.7312045,389.561758,328.2476421,371.4834849
INHA,182.7485858,174.3413154,120.4468793,168.7619177,123.8088736
INHBA,19.44468374,40.75652248,72.20010926,125.5183424,192.3095485
INHBB,107.9535878,88.42712152,78.12880153,168.7535754,156.5599603
INHBC,613.9325082,541.245872,226.9838686,598.7212843,267.0974933
INHBE,51.74135963,45.87917397,38.49707064,57.18816504,46.61616601
INO80B,162.3095071,172.1813732,174.451561,97.28800918,119.9042214
INO80D,297.1440007,285.7993319,214.776769,292.7708925,217.7333003
INPP1,575.0021435,694.0164504,655.7003976,1085.198969,1120.363412
INPP4A,239.0750001,267.9675741,247.1447472,192.1101441,180.2408285
INPP4B,411.7363338,396.0643553,249.0346645,152.0844096,99.99079401
INPP5A,510.1098776,478.8633676,425.9173879,961.3621976,943.5669663
INPP5B,146.8530248,147.468841,186.9409704,147.286572,165.2447739
INPP5D,1465.517635,1303.778792,1336.654121,1390.793362,1224.238814
INPP5E,426.6271471,403.2965696,430.9252699,331.4889789,340.0387253
INPP5F,384.7128888,411.3547914,363.7584914,423.8850064,392.3955121
INPP5J,129.4618544,143.581235,57.24831979,104.555262,47.62176818
INPP5K,598.0119089,633.4217325,583.4270191,653.0725444,652.4213333
INPPL1,678.2173743,669.506071,675.9622559,707.3746682,729.1262414
INS,5.487009106,6.193710112,5.097485239,6.391834948,6.804646574
INSIG1,722.4513978,802.7113161,959.7828193,882.7598127,1211.294974
INSIG2,293.7694075,392.2860031,448.2881999,290.5756754,478.2949806
INSL3,131.6344646,120.0510423,112.5910796,97.78864327,106.2114494
INSL4,156.5635374,142.9128044,88.91929424,194.7867405,156.3843192
INSL5,84.77859379,86.25482494,74.13624451,94.71817956,86.43905943
INSL6,18.87516456,13.44254963,13.71372791,21.63966797,18.77602794
INSM1,39.9595473,40.00090093,45.93626296,70.78800371,99.91534834
INSR,104.8010547,144.9587647,97.17400235,108.2967445,114.8504082
INSRR,21.65411961,22.03824756,22.83497774,21.88639913,22.54631656
INTS1,196.4146874,221.2788034,210.2323173,148.2749429,162.4201233
INTS12,560.4075948,581.9212156,458.6686643,546.1122772,502.0227419
INTS3,873.6178265,893.1662057,681.3024296,859.9262338,753.4637358
INTS5,539.889255,541.9035046,506.1068497,489.2532635,442.9336186
INTS6,573.4864427,626.6915742,820.2998973,671.8028053,705.6613057
INTS7,140.16459,150.1212101,188.1048058,114.4661659,135.535904
INTS8,1041.674723,1207.716367,1099.905682,984.8187452,1055.913322
INTS9,894.7779409,827.2699746,573.0705944,792.2167421,527.2375192
INVS,217.2110829,207.5894577,199.8820654,208.5923512,185.1203306
IP6K1,282.9384644,351.5872741,453.5432997,558.0192871,672.0161831
IP6K2,711.5380671,687.4940083,674.2644456,778.483605,758.715658
IPCEF1,1015.856503,976.2845283,1036.603343,870.1063257,966.2943766
IPO13,551.6962852,546.6893782,381.53519,513.8812829,426.2888168
IPO4,198.0723959,223.1925009,168.5344595,143.5813466,126.9002903
IPO5,476.116468,496.9831612,464.7044685,345.658706,334.029259
IPO8,255.1432738,257.0140482,215.5821037,227.420071,184.7409885
IPO9,642.1020141,609.5565945,463.9430691,525.9732849,353.4838989
IPP,197.8625494,194.8506971,207.4311433,154.4880977,132.5471961
IPPK,179.8922799,186.089522,179.5255479,205.7885264,217.6396044
IQCA1,138.7133336,151.8026495,93.60174779,142.9233317,112.3513648
IQCB1,534.0708133,538.0694916,421.39365,529.0809071,434.3760738
IQCC,65.20042835,84.36228523,64.88711363,50.65233386,56.96545536
IQCE,98.64521807,111.0777147,143.7051125,137.1379404,181.6489252
IQCG,280.4640794,309.0664085,184.5812065,295.1752375,279.484811
IQCH,17.6747755,15.26254656,9.013039191,21.37169929,14.49255548
IQCK,240.9219834,222.0396765,153.4181633,221.623937,191.5925098
IQGAP1,1569.966785,1826.82291,2937.783786,1914.826887,3046.690409
IQGAP2,770.8053927,850.4372318,1585.711717,1148.409846,1423.782732
IQSEC1,690.2141656,724.1647378,684.2006095,951.4430573,1006.091251
IQSEC2,38.70631568,48.00769311,53.19601234,48.7307758,75.3464859
IRAK1,4313.80525,4380.977046,3359.711953,5458.158943,4361.092957
IRAK3,52.36139311,79.26904116,137.6474847,100.9878759,164.6078355
IRAK4,365.4295766,348.9379899,366.1480739,371.5345167,371.8985036
IREB2,133.35849,141.8743173,156.4063634,109.7640852,118.9345113
IRF1,2539.517624,2544.863036,2496.128291,2587.489323,2709.487117
IRF2,1004.549562,1031.902956,1055.544653,1250.186866,1564.029059
IRF2BP1,172.7309281,181.325314,180.0981699,184.1854889,230.0780384
IRF3,791.4555512,841.7988482,680.8011255,458.1047897,416.4536197
IRF4,981.0892729,1164.441192,538.3916758,739.3060992,572.8132674
IRF5,254.4129084,288.0001129,343.3743392,241.9143132,405.334901
IRF7,1030.446437,1261.859374,1188.396885,1300.613492,1662.218904
IRF8,3462.454312,2892.082656,2089.404304,2973.185006,2233.776416
IRF9,1756.719791,1812.772673,1850.017189,2072.069902,2316.699946
IRGC,84.78705579,90.66324472,50.32373052,74.17525907,48.9155609
IRS1,139.0858257,122.906306,47.76078063,112.5146752,38.65732323
IRS2,1093.982105,1317.262643,899.6972412,3033.546493,3123.689435
IRS4,149.9784576,136.6841122,119.3424983,159.7164233,134.0518894
IRX4,66.6315416,80.40274525,36.31987209,75.89480893,59.00717325
IRX5,56.19112746,55.37697872,42.14173948,72.43122489,63.45714462
ISCA1,1178.877552,1251.664667,1033.662975,1226.311304,1254.684489
ISCU,5749.881546,5297.675757,3286.806231,5012.56231,3514.830088
ISG15,1535.266708,2517.338333,3052.599554,2196.224688,4834.658954
ISG20,3896.036798,3818.399287,2276.646791,3241.376705,2692.346276
ISG20L2,734.7927569,676.0625883,654.2820125,683.1311177,573.0690418
ISL1,135.7773921,131.5396865,71.40182174,148.3855634,91.64706166
ISLR,90.89244714,81.93582333,75.89786614,95.33730824,91.59004985
ISOC1,659.4216995,708.9807664,811.395239,544.9616514,673.724008
ISOC2,398.7809952,457.7614109,363.874964,336.296868,347.7077004
ISYNA1,185.0930953,231.3280609,199.4605728,189.3277722,266.4030398
ITCH,527.2915594,535.1910525,479.6707168,606.1642473,548.4368481
ITFG1,928.0372198,1143.600455,937.5512358,945.4714481,1168.424171
ITFG2,92.54091784,80.79064964,80.68796943,60.48226664,49.57085612
ITGA10,553.1595915,521.518172,273.3602496,546.2728441,326.2965139
ITGA2,569.8756575,484.019424,281.2982119,621.9823655,375.5243047
ITGA2B,29.38420921,34.63577743,35.42599959,70.11297764,78.55652842
ITGA3,120.6534389,129.4254016,142.2945575,105.3742465,144.2522346
ITGA4,1190.881848,990.6701167,754.8428147,935.6803023,506.0781121
ITGA5,541.6449135,658.7158603,576.9443534,627.0664292,685.6978351
ITGA6,734.1036546,789.8312838,378.3514515,439.8798682,273.2829149
ITGA7,18.65704078,19.95592605,18.47556991,16.74033213,17.43855735
ITGA8,273.7925435,306.4084837,105.1994576,248.9598926,126.9012848
ITGA9,75.76228852,77.20165506,60.29175966,102.3087115,104.682973
ITGAE,2498.373396,2400.372058,1835.636477,2051.78668,1277.011169
ITGAL,1534.72341,1613.355348,2942.83051,761.4292996,1076.660324
ITGAM,872.8399145,1144.992423,2736.822618,2316.570318,3348.036963
ITGAV,259.9574322,306.673897,520.8743935,391.0021048,650.3497515
ITGAX,135.5975583,321.4909491,691.3642788,1038.084328,1681.535783
ITGB1,14.89822176,16.88695836,12.15184007,13.3819879,12.56246084
ITGB1BP1,378.5393629,400.0191688,415.7539621,332.5901897,340.9077218
ITGB1BP2,15.62303222,16.74250879,13.34253596,15.26053572,13.63531554
ITGB1BP3,21.94116438,29.52214154,39.58151328,24.73269177,40.16059787
ITGB2,4060.867153,4603.261047,7872.895504,4368.411639,6903.329874
ITGB3,113.1274663,113.1006629,118.146393,127.6410443,136.421588
ITGB3BP,823.6306912,784.7007843,570.1590376,610.5609768,358.411381
ITGB4,23.50623517,26.83803051,22.15842777,21.06924022,23.56589078
ITGB5,54.62112032,68.22653436,161.102251,129.7564519,385.67542
ITGB6,56.52815004,58.93441041,31.12144289,59.42390308,36.60182309
ITGB7,1832.893434,1797.823056,1579.806538,1033.833568,643.3253191
ITGB8,94.44751639,89.87453652,80.90958806,108.3707023,103.7341029
ITGBL1,4.628418616,5.341716595,4.574164676,7.845900737,7.994178509
ITIH1,68.70689949,61.7459383,49.00922408,64.83106232,49.44128134
ITIH2,430.5141934,384.6214097,211.4665521,446.1391718,265.6810786
ITIH3,114.0419298,103.2479258,74.96182449,97.35292584,56.72983116
ITIH4,206.5773415,215.3749606,159.1624179,230.5355671,204.3522808
ITIH5,164.4468365,144.3542439,104.5488614,182.8903728,132.6160535
ITK,3591.16909,3204.123882,3285.941627,1334.033649,1047.330362
ITM2A,2589.793318,2061.564549,1880.873783,1027.835333,763.0509898
ITM2B,7919.801089,8004.74086,7791.08645,10010.39086,10180.6756
ITM2C,1766.953657,2403.783911,468.8064623,1696.275819,660.6283065
ITPA,1030.024969,1031.597375,1039.901306,717.2067166,714.2020019
ITPK1,368.3749964,396.6611891,561.7141909,721.6954155,946.1197721
ITPKA,24.69466069,32.27463311,27.00795614,21.13811344,22.64504173
ITPKB,1188.476163,1129.031716,953.7962627,709.3655379,643.5767225
ITPKC,434.1089684,423.6358127,352.7242004,438.799673,391.2186164
ITPR1,669.5762908,633.1755976,376.1734643,659.4901978,347.3288993
ITPR2,179.4143514,186.0514377,189.5652018,183.5729856,205.1326637
ITPR3,438.2761227,416.5061275,341.0720247,225.2462169,117.0815307
ITSN1,103.5846669,127.5057109,156.7262138,150.695258,285.2430855
ITSN2,745.6356592,689.6383472,469.5299557,803.7136073,562.3345695
IVD,320.206651,312.1303717,254.9633153,276.5239102,220.8941273
IVL,331.8440751,275.0264313,243.112831,398.7548958,316.7107178
IVNS1ABP,964.7588251,1231.314714,2513.367298,1310.78882,2113.83288
IZUMO4,124.808722,166.1241649,127.1521733,76.73788864,83.80580779
JAG1,98.70706011,123.9302509,96.31910919,205.255042,240.5826371
JAG2,194.0745614,203.8289442,246.9398464,197.558456,219.5503317
JAK1,5053.614479,5073.537932,6388.684474,4118.729133,4564.786161
JAK2,193.2824443,276.9502867,332.2611506,299.1855372,491.1641461
JAK3,162.0641359,146.7307117,167.1520574,116.0015969,130.3286377
JAKMIP2,396.7266148,352.8801844,520.7499692,399.0201091,388.4128261
JAM2,290.6455744,255.279903,102.4504134,293.9998084,146.5398987
JAM3,475.5076236,275.5184068,183.1362341,376.9299669,159.1806936
